rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness
1493,1,9.0,8.11,0.76
1997,2,1.0,8.52,0.75
2905,4,11.7,7.77,0.47
1966,2,15.8,7.25,0.53
3316,4,12.5,9.48,0.48
1171,1,6.9,7.44,0.72
1786,1,16.9,7.43,0.54
1538,3,6.5,8.89,0.86
1040,3,7.2,8.49,0.89
1692,7,9.0,9.05,0.42
2092,1,15.7,8.19,0.73
2166,4,3.6,9.26,0.77
3319,2,9.7,8.37,0.76
2125,5,11.7,10.62,0.61
2605,2,10.6,8.96,0.79
1846,3,17.6,9.53,0.79
2974,1,7.2,6.96,0.8
3478,1,7.4,7.98,0.65
2171,4,6.0,9.23,0.74
1105,3,14.0,7.64,0.74
1415,2,10.2,6.69,0.72
1997,5,14.3,9.47,0.38
2119,1,15.6,6.93,0.76
2288,1,10.5,9.11,0.68
2122,3,4.7,8.23,0.61
1804,2,6.7,8.32,0.45
1354,4,24.9,7.55,0.65
2080,3,16.1,8.7,0.65
3098,2,7.4,5.74,0.67
2513,1,4.0,7.84,0.57
2174,1,0.8,6.39,0.81
2520,3,14.9,6.4,0.55
1540,5,12.7,8.46,0.61
1444,1,6.3,7.24,0.65
1276,0,8.9,7.31,0.82
1712,4,16.7,7.39,0.69
1504,3,6.6,7.5,0.84
2645,1,25.2,9.83,0.76
1467,2,4.5,6.41,0.63
1238,0,9.9,8.03,0.93
3159,2,8.6,7.24,0.49
1484,2,10.5,7.3,0.72
1907,7,24.8,9.77,0.74
2115,4,18.1,10.97,0.88
1004,3,2.8,7.41,0.64
2664,5,13.5,8.06,0.71
2245,3,6.5,7.22,0.49
2890,3,8.1,9.73,0.81
1324,2,3.3,5.53,0.48
1869,3,4.3,8.4,0.7
1827,5,16.3,8.71,0.68
1984,5,17.0,9.36,0.33
781,4,11.3,10.35,0.57
1877,0,5.8,6.8,0.8
801,0,10.4,8.99,0.8
2050,4,8.5,7.23,0.62
500,2,0.0,6.55,0.43
503,1,15.1,5.81,0.59
2372,7,20.4,10.32,0.58
1417,4,13.1,8.54,0.76
1108,1,13.1,6.63,0.78
2689,0,11.2,6.57,0.82
2029,1,11.3,6.92,0.58
2410,0,13.7,5.0,0.77
1683,3,5.1,7.95,0.41
3675,1,3.9,7.44,0.78
1376,2,14.1,8.02,0.56
3021,6,16.2,9.5,0.52
1757,0,10.1,8.32,0.66
641,0,9.9,6.32,0.88
2137,5,23.1,10.01,0.76
2020,2,6.7,11.03,0.72
1064,1,14.6,6.64,0.85
1154,5,9.4,8.51,0.77
1782,4,9.1,7.59,0.61
2044,0,1.1,7.51,0.62
500,1,13.5,6.53,0.81
2537,2,5.3,7.65,0.44
1453,1,6.1,8.19,0.96
867,1,22.9,7.17,0.87
2458,0,0.0,8.47,0.51
1783,2,10.4,7.97,0.73
2651,0,10.3,7.99,0.75
2106,1,9.8,8.81,0.8
1798,1,18.7,8.9,0.51
1693,3,10.1,6.57,0.74
2137,4,16.3,11.99,0.55
1510,3,6.0,8.39,0.4
1203,3,17.1,7.42,0.59
2226,2,7.5,7.43,0.89
1698,2,15.0,7.92,0.76
1823,4,14.3,7.95,0.67
2562,2,14.1,5.34,0.54
1720,7,12.5,10.44,0.4
1810,2,5.0,7.45,0.88
1380,2,6.8,8.74,0.47
2101,4,15.0,9.92,0.64
2044,0,4.6,8.39,0.6
2430,3,12.9,9.48,0.72
1394,3,14.5,10.02,0.44
1479,2,0.7,7.58,0.65
2354,1,7.9,7.38,0.79
1976,1,6.1,6.79,0.79
1165,3,15.8,11.18,0.63
2714,6,25.1,9.53,0.6
611,0,6.0,4.92,0.83
2348,2,18.6,7.76,0.76
914,1,11.3,7.4,0.88
3120,5,11.4,9.04,0.54
718,4,13.0,8.16,0.71
2606,6,14.8,11.1,0.49
1742,3,16.2,7.99,0.62
1543,1,0.0,9.08,0.65
1929,0,9.1,5.74,0.52
2242,5,20.9,8.45,0.64
1166,3,15.1,8.84,1.0
1228,1,9.3,5.3,0.7
2254,4,14.6,7.27,0.46
604,2,8.8,6.08,0.75
1391,2,10.7,8.66,0.91
1122,2,9.1,6.06,0.73
2603,3,4.8,7.88,0.84
1389,4,5.0,8.67,0.51
2156,5,16.6,10.23,0.76
2258,3,12.2,6.48,0.63
2590,4,17.0,9.18,0.51
1659,0,4.2,5.52,0.77
3192,6,9.7,8.58,0.48
1387,2,14.5,8.53,0.65
1963,3,13.1,6.93,0.76
1971,1,7.2,8.75,0.64
1014,4,12.1,8.55,0.5
1599,4,8.9,7.43,0.58
1497,2,11.4,8.63,0.62
3508,2,11.0,9.41,0.66
1212,1,12.7,8.14,0.93
2625,2,7.4,8.05,0.82
2399,0,16.0,9.29,0.63
1790,3,5.3,7.72,0.71
1194,2,9.3,7.66,0.91
1262,0,15.9,7.97,0.68
1437,4,12.8,8.61,0.49
549,2,9.1,8.15,0.55
1097,2,10.3,7.55,0.51
762,3,17.4,8.66,0.71
2742,1,6.0,5.79,0.61
2232,0,5.9,7.54,0.82
2350,6,18.8,11.9,0.66
2212,1,7.6,7.57,0.76
1916,1,3.9,8.16,0.95
2822,0,7.8,9.04,0.66
1372,6,10.5,11.24,0.41
1874,2,10.8,4.44,0.75
875,1,8.6,6.45,0.6
1819,4,16.8,7.63,0.33
1899,2,11.8,8.56,0.51
2679,4,12.2,10.33,0.59
2440,1,6.1,7.71,0.8
1826,2,8.2,8.14,0.9
1891,5,12.2,7.78,0.56
747,2,8.9,8.09,0.68
1410,3,15.0,7.76,0.73
2162,1,5.0,8.0,0.59
2110,1,8.5,6.69,0.41
2654,2,9.8,9.51,0.59
1715,5,18.2,8.17,0.67
828,1,14.2,7.43,0.67
2539,5,16.4,9.56,0.62
2805,1,14.5,9.98,0.55
2428,3,14.5,9.28,0.65
1685,1,9.5,7.66,1.0
2531,1,17.2,8.84,0.83
1880,4,15.6,10.01,0.72
881,5,11.1,6.91,0.45
1389,4,8.0,8.13,0.74
2237,0,13.8,6.7,0.77
676,1,9.4,8.75,0.54
1918,2,18.0,9.87,0.57
2066,5,19.9,11.26,0.55
2717,1,9.8,9.39,0.64
2405,0,20.2,5.8,0.97
500,2,10.7,7.0,0.63
2444,1,0.0,8.8,0.44
2293,4,19.2,9.52,0.52
1979,2,14.9,6.95,0.71
588,2,12.9,7.44,0.51
1256,3,11.5,7.14,0.41
983,3,11.6,7.8,0.77
500,1,10.6,6.75,0.75
1797,5,14.2,8.87,0.66
1241,4,18.2,7.82,0.78
3637,1,16.0,8.28,0.59
1681,2,5.8,6.28,0.68
2705,5,16.0,9.81,0.36
701,1,2.6,6.33,0.78
1428,2,17.4,8.47,0.92
1867,3,9.4,8.55,0.59
1164,2,10.8,7.05,0.59
1504,1,14.6,5.3,0.86
1647,3,7.7,7.59,0.52
1636,2,11.3,8.37,0.71
3098,1,3.4,6.1,0.65
2064,1,9.6,8.34,0.72
2135,2,11.8,7.67,0.5
2177,4,2.1,7.21,0.35
2228,3,15.2,9.58,0.68
1741,1,3.7,6.78,0.49
1575,3,9.8,9.11,0.71
1916,3,10.3,8.83,0.77
2609,1,2.7,7.52,0.44
2588,6,17.0,8.26,0.59
1631,0,8.3,8.32,0.79
2337,6,8.6,10.51,0.54
1663,1,16.5,7.28,0.85
1468,2,8.4,6.58,0.5
1672,2,6.9,7.72,0.52
2738,3,8.0,9.49,0.7
1864,2,9.7,7.93,0.77
1894,0,10.7,7.84,1.0
786,0,3.7,4.43,0.66
1583,0,11.6,9.14,0.84
1631,1,8.8,6.72,0.79
1219,2,11.9,5.17,0.69
1815,4,12.3,10.61,0.46
1499,4,5.1,9.14,0.52
1855,3,14.0,5.96,0.67
1885,3,16.7,8.66,0.6
1130,2,17.9,9.94,0.44
1520,2,10.3,8.73,0.72
1854,3,2.0,8.19,0.77
2629,1,9.3,8.48,0.82
1979,4,11.9,9.79,0.47
1336,2,13.9,6.51,0.92
2079,4,6.1,8.19,0.43
2995,2,6.9,6.48,0.69
2441,2,5.9,8.26,0.66
2183,2,8.6,7.37,0.84
2307,0,7.1,7.99,0.86
2807,2,6.3,9.46,0.68
2552,1,14.2,8.21,0.82
2196,2,18.1,8.98,1.0
2548,2,0.0,7.85,0.61
1042,3,12.6,7.97,0.63
748,1,20.3,5.08,0.81
1909,4,13.5,8.85,0.65
1848,3,6.9,7.29,0.64
1419,1,6.0,5.79,0.82
2378,0,14.1,6.36,0.75
500,3,8.9,7.11,0.7
1425,1,14.1,7.35,0.9
1460,3,10.7,8.94,0.63
654,2,7.7,6.8,0.75
2846,5,19.9,9.65,0.79
1388,1,11.5,6.32,0.66
2435,1,13.4,7.15,0.62
2252,2,18.0,9.62,0.64
1024,4,11.0,9.76,0.99
2277,3,11.7,10.09,1.0
2002,3,5.4,7.05,0.92
3433,6,18.3,10.12,0.69
2082,2,5.5,8.86,0.57
1701,1,14.5,6.54,0.74
1200,6,12.0,9.3,0.66
1279,2,12.0,4.58,0.8
1221,1,8.2,6.87,0.67
2759,4,20.8,9.22,0.56
1812,2,20.0,5.67,0.92
2195,3,14.6,8.22,0.67
2859,2,8.2,8.19,0.69
500,3,17.4,11.65,0.64
2695,3,18.1,7.73,0.72
1838,2,2.9,7.1,0.76
2104,5,16.7,10.07,0.89
1220,1,12.2,5.26,0.66
1271,0,6.2,7.47,0.6
2142,6,13.9,7.91,0.56
3469,4,7.3,9.81,0.84
2502,4,15.2,7.7,0.51
2685,3,7.1,6.69,0.62
1665,2,13.9,6.97,0.91
1379,3,13.1,9.74,0.82
1253,1,2.4,5.54,0.66
1458,2,7.6,7.71,0.67
500,0,15.1,6.59,0.63
1292,4,7.9,8.88,0.57
1407,3,8.0,6.05,0.88
1677,4,12.7,7.39,0.52
1892,0,12.6,8.45,0.6
2053,3,10.8,6.8,0.58
1789,3,4.4,5.81,0.93
1392,0,13.7,7.56,0.99
500,3,23.8,8.24,0.69
1397,6,13.7,8.4,0.7
1119,0,12.0,6.51,0.64
2126,3,7.5,8.22,0.75
2436,4,19.0,9.41,0.6
2456,2,16.9,11.56,1.0
2329,2,14.3,9.67,0.72
1706,1,13.6,8.15,0.95
1434,4,18.5,7.66,0.43
1277,0,8.4,7.7,0.84
744,2,0.0,5.1,0.79
2494,4,12.4,8.78,0.7
1677,3,8.3,7.73,0.59
927,2,8.6,6.78,0.71
1193,0,9.7,5.4,0.74
1830,3,4.8,8.89,0.63
2547,2,13.9,9.06,0.69
1556,5,14.0,8.76,0.58
500,2,15.1,6.57,0.79
1667,2,12.0,8.29,0.67
1690,4,14.7,7.5,0.44
1642,4,10.8,7.19,0.4
1360,4,16.6,9.07,0.66
1952,3,15.1,7.99,0.64
1846,4,14.1,9.44,0.46
1782,1,11.2,8.31,0.96
2088,2,12.5,8.98,0.65
1499,0,8.3,6.31,0.6
1459,4,8.4,8.78,0.38
2766,1,3.9,6.69,0.64
2191,2,7.8,8.94,0.61
2378,5,21.7,8.86,0.61
2658,2,16.2,8.66,0.94
2168,2,14.9,9.07,0.56
2449,2,1.7,7.23,0.71
694,5,17.0,9.94,0.56
1942,1,13.6,6.44,0.92
1672,2,12.1,7.77,0.72
2974,3,14.0,9.5,0.84
2449,2,13.2,7.69,0.54
1358,3,13.8,7.6,0.94
2060,2,11.3,8.54,0.59
1917,1,4.7,7.35,0.99
2118,2,9.6,6.71,0.28
1086,2,0.7,7.45,0.84
2052,4,10.9,9.46,0.8
1640,6,19.1,7.19,0.65
1997,0,2.5,6.2,0.86
1292,4,8.6,9.32,0.43
1390,6,8.6,8.08,0.66
2621,0,19.0,6.92,0.58
1063,3,17.5,7.64,0.58
1115,2,8.2,9.04,0.73
1763,1,21.5,8.24,0.75
1259,1,15.4,6.86,0.78
1180,6,20.4,9.43,0.58
1873,0,7.7,6.55,0.78
746,4,16.5,9.13,0.7
1094,0,12.0,5.51,0.82
3237,4,6.1,9.18,0.63
2121,3,13.2,10.15,0.65
1277,1,8.8,6.86,0.56
2092,2,10.5,8.91,0.74
2197,1,13.6,7.23,1.0
2496,1,15.9,7.39,0.79
1710,5,8.0,9.88,0.62
500,2,9.5,6.02,0.61
1060,2,15.4,9.55,0.81
1914,1,6.8,6.08,0.74
2030,2,5.8,6.78,0.77
1161,3,13.2,8.53,0.72
1981,4,2.2,7.78,0.68
1363,3,12.0,7.73,0.63
1606,2,21.9,8.54,0.78
2517,4,15.1,9.74,0.47
2436,3,7.6,8.21,0.48
1102,0,8.5,7.09,0.72
1059,6,11.5,8.78,0.77
1512,2,4.0,7.25,0.69
1781,2,8.5,6.96,0.58
1339,3,7.6,8.44,0.65
2528,5,20.9,11.07,0.32
2043,3,21.1,7.86,0.63
2084,5,13.4,8.86,0.48
913,3,9.8,6.49,0.34
2617,2,12.2,9.86,0.45
500,1,5.6,5.22,0.76
2383,3,10.7,8.41,0.62
2454,3,11.9,7.7,0.98
1497,2,6.7,6.8,0.8
2691,1,3.4,7.0,0.68
1755,1,10.8,7.35,0.54
1843,2,12.5,9.66,0.64
2037,1,4.5,7.22,0.99
2741,3,10.4,8.83,0.57
2290,1,6.9,8.49,0.72
1161,5,5.1,8.94,0.48
1900,3,15.1,7.52,0.74
1230,0,6.6,6.15,0.71
2375,2,9.3,7.89,0.91
1898,2,13.3,6.46,0.62
1012,2,17.2,8.41,0.56
1856,3,9.1,7.52,0.43
1205,2,11.3,8.66,1.0
1905,4,21.2,8.56,0.5
1198,3,13.1,8.91,0.64
1819,4,11.4,10.01,0.41
2325,2,19.5,7.94,0.61
1762,1,2.7,5.69,0.44
1526,3,13.1,6.36,0.45
1942,3,9.3,9.66,0.95
2288,2,13.5,8.37,0.66
1024,4,15.3,10.11,0.53
1982,4,0.0,7.69,0.79
2722,3,16.8,6.42,0.48
2201,4,14.5,8.78,0.8
1840,1,16.7,7.3,0.82
2247,1,4.2,7.03,0.87
2116,3,10.4,7.61,0.68
2327,5,18.0,10.39,0.37
500,4,12.2,6.77,0.54
712,4,12.5,8.1,0.54
2503,2,0.0,7.99,0.84
746,1,8.1,7.24,0.69
2081,2,17.2,9.57,0.72
1553,2,14.2,7.49,0.7
1102,5,14.2,10.63,0.68
2044,5,9.0,7.88,0.49
1940,3,10.6,11.13,0.55
3277,3,3.0,10.7,0.46
1362,1,13.9,7.83,0.44
2808,3,14.9,11.13,0.66
2046,4,11.5,9.18,0.47
2359,5,18.7,9.82,0.49
2196,6,19.4,7.22,0.58
1825,2,17.6,8.58,0.79
1986,4,22.7,9.17,0.81
1382,0,5.8,5.49,0.95
1221,2,8.2,8.12,0.94
2331,2,7.4,9.51,0.8
1643,1,4.4,5.02,0.82
1743,2,3.0,6.5,0.74
1995,2,8.2,6.42,0.7
1985,4,12.0,8.32,0.9
799,4,7.1,10.03,0.66
2700,2,8.1,8.5,0.4
1884,3,10.5,8.33,0.69
1658,2,8.5,6.65,0.71
2101,2,7.8,8.09,0.75
1965,2,8.4,7.55,0.72
2336,2,12.4,8.17,0.9
2176,4,9.4,8.17,0.73
2302,1,2.9,8.59,0.69
2745,2,10.5,9.57,0.8
2418,4,8.9,8.88,0.48
1687,1,10.9,8.89,0.57
1013,2,3.1,7.7,0.9
2967,5,16.0,9.43,0.54
1633,2,10.4,8.1,0.53
1468,5,17.0,7.21,0.53
584,2,1.4,7.18,0.86
2036,1,0.0,6.16,1.0
1904,1,8.8,8.0,0.7
739,2,4.7,4.07,0.74
2117,5,11.3,10.0,0.38
1451,0,15.2,7.04,0.81
3683,4,13.8,8.6,0.65
1401,3,6.7,7.32,0.86
1495,3,12.7,7.91,0.68
1187,3,11.0,7.89,0.62
2694,6,15.4,8.19,0.47
1539,3,24.2,9.14,0.76
1292,5,17.9,6.68,0.92
2294,0,0.0,6.08,0.64
833,1,22.3,5.5,0.66
2237,2,7.5,8.23,0.37
3046,1,9.6,7.33,0.74
2196,2,3.0,6.43,0.73
2246,6,14.5,6.45,0.87
2409,2,6.2,8.39,0.79
2996,6,13.0,9.97,0.49
2646,3,9.0,8.88,0.96
2107,3,17.5,6.91,0.6
2432,5,14.7,10.75,0.67
1179,1,18.3,5.79,0.42
2343,5,12.9,7.34,0.64
1096,1,9.8,9.07,0.76
1543,3,12.1,8.1,0.52
500,2,16.0,5.81,0.46
2081,5,19.9,9.61,0.71
1349,4,9.7,7.26,0.82
2577,2,6.7,9.96,0.42
2073,5,12.5,8.7,0.35
2586,2,7.7,7.85,0.4
1041,3,3.4,7.06,0.73
2526,4,13.2,8.39,0.45
3274,6,17.8,9.57,0.56
2334,2,11.7,7.43,0.79
2353,1,8.4,7.65,0.64
1918,3,13.8,8.96,0.62
1432,3,20.3,9.09,0.67
2332,2,12.1,5.9,0.77
745,1,6.9,5.77,0.73
1507,2,13.2,8.47,0.59
560,0,14.1,7.46,0.82
1307,0,11.1,6.95,0.81
2249,2,15.5,7.58,0.95
2153,5,11.8,7.68,0.68
1835,1,10.4,8.46,0.55
1919,2,21.4,8.13,0.53
500,3,13.9,7.3,0.57
1539,2,6.1,7.57,0.34
1323,0,5.5,5.92,0.5
1338,3,20.7,8.78,0.68
2219,0,7.9,7.64,0.58
1197,3,15.3,8.29,0.95
1376,2,7.9,6.61,0.69
500,4,8.2,8.54,0.86
1594,1,3.8,8.03,0.48
1038,1,11.2,7.77,0.62
1855,3,22.1,7.28,0.7
1134,4,14.5,6.74,0.73
1873,4,15.5,7.29,0.57
1698,4,11.9,10.28,0.55
2970,0,4.1,8.38,0.7
512,1,3.9,4.78,0.64
914,2,8.8,7.78,0.54
1838,1,5.9,4.94,0.61
1149,1,9.8,4.6,0.53
500,0,16.7,6.78,0.43
2744,3,18.3,8.51,0.66
2304,4,12.0,9.52,0.79
2164,2,6.7,8.73,0.5
1374,2,12.9,7.18,0.5
2099,3,1.2,6.72,0.52
1306,2,12.0,8.33,0.69
1943,6,7.4,6.37,0.65
1155,3,12.5,8.44,0.57
700,1,13.1,6.58,0.82
2662,2,16.8,8.4,0.63
1827,2,9.3,6.89,0.8
1457,1,10.2,7.21,0.82
1916,1,9.3,8.94,0.65
2313,0,10.5,5.97,0.7
2756,1,2.6,6.93,0.58
2019,1,8.8,5.97,0.6
1176,1,9.8,7.27,0.74
1838,2,11.9,7.42,0.76
3071,1,5.1,6.66,0.87
2743,3,17.6,8.52,0.64
2436,5,13.9,8.5,0.66
2356,2,12.4,9.34,0.69
2289,2,4.6,6.72,0.66
2611,3,8.0,9.02,0.9
1480,4,11.5,7.51,0.57
851,3,19.8,10.13,0.74
1848,3,15.1,9.01,0.81
1227,3,19.5,8.41,0.41
1061,1,4.5,6.43,0.99
1295,1,19.2,6.38,0.67
3539,2,13.8,10.4,0.27
1895,1,14.3,7.27,0.76
2053,2,3.1,6.59,0.75
944,3,4.6,8.51,0.73
509,2,7.2,8.01,0.49
1226,2,12.7,5.82,0.91
2806,4,16.7,7.69,0.85
2033,6,15.7,8.24,0.47
2219,3,6.9,9.47,0.67
2316,1,15.1,7.2,0.57
1386,3,14.0,7.87,0.85
2771,2,4.7,6.79,0.8
1357,2,1.9,8.68,0.63
2784,2,7.8,6.63,0.8
2109,2,6.0,8.78,0.51
547,1,9.5,5.24,0.91
1276,7,18.0,11.2,0.52
550,5,12.0,9.16,0.47
2614,2,12.8,6.24,0.57
1782,3,11.6,7.94,0.59
500,4,6.7,6.74,0.74
2063,4,10.8,9.26,0.69
1423,2,10.8,7.41,0.6
761,4,7.7,8.72,0.57
1875,2,22.7,8.29,0.47
1594,4,20.3,11.22,0.87
1520,1,12.7,6.65,0.64
740,3,19.0,8.2,0.88
886,1,11.8,5.62,0.63
2699,3,13.4,7.95,0.58
1468,4,13.1,8.54,0.71
1815,0,13.6,7.51,0.75
500,2,14.0,7.52,0.76
877,2,4.4,6.73,0.84
2226,3,8.3,7.54,0.6
2064,4,22.3,8.17,0.6
3027,2,9.9,7.66,0.74
2740,1,10.6,7.52,0.6
1638,1,6.1,6.0,0.88
2131,1,15.3,4.69,0.78
1578,2,12.9,6.75,0.66
3238,3,11.4,9.32,0.61
2604,4,15.5,5.44,0.58
1918,4,11.6,9.39,0.83
1940,2,8.4,6.22,0.53
2811,3,5.6,7.94,0.59
2205,2,13.1,6.53,0.67
2891,2,16.5,9.04,0.83
500,1,11.3,5.69,0.97
2122,3,8.5,8.23,0.85
1439,1,9.5,5.2,0.99
2882,2,13.6,7.22,0.6
1822,3,2.4,6.19,0.7
2874,0,5.7,6.68,0.66
3048,2,1.5,9.35,0.66
1852,1,16.4,8.07,0.67
3530,2,10.4,7.81,0.72
1778,2,13.9,6.96,0.76
1649,2,11.8,6.42,0.45
2406,3,8.5,7.66,0.58
1552,3,18.9,8.0,0.57
1859,2,4.9,7.59,0.74
2786,3,3.4,8.91,0.73
1813,2,14.8,8.21,0.58
613,3,16.4,7.68,0.62
2057,5,15.2,9.5,0.5
1312,2,15.1,7.98,0.74
2405,1,4.5,7.62,0.55
2287,1,5.6,7.67,0.9
2829,0,6.3,6.73,0.91
2435,5,6.8,7.41,0.47
2563,2,17.5,8.7,0.54
1331,2,10.3,7.52,0.72
2362,2,5.2,8.76,0.63
3177,4,4.9,8.41,0.5
1317,4,9.8,10.14,0.52
3059,3,13.0,10.05,0.49
1415,1,4.5,7.81,0.61
1203,3,12.8,6.53,0.45
2007,1,7.8,8.15,0.61
2301,2,13.6,6.97,0.4
2438,6,8.2,9.51,0.63
1126,1,1.1,7.07,0.88
2104,2,15.1,6.83,0.59
1320,1,5.7,6.47,0.6
757,3,23.5,9.46,0.92
1149,3,5.8,10.07,0.92
1274,3,17.7,7.74,0.58
2165,3,19.0,9.63,0.86
2606,0,5.0,8.0,0.74
768,4,15.8,5.62,0.72
2046,4,11.9,9.29,0.62
2240,7,13.3,8.47,0.73
1364,1,11.3,8.54,0.83
1064,3,8.6,8.14,0.71
2359,1,20.0,10.53,0.46
1389,2,15.2,8.66,0.67
1578,3,10.9,7.9,0.72
500,0,14.3,5.8,0.76
2462,3,8.9,6.54,0.73
2374,4,14.2,10.34,0.48
1803,2,10.5,8.66,0.73
730,1,11.6,7.17,0.76
2646,2,12.4,9.76,0.69
1333,1,4.6,6.69,0.51
1482,6,20.6,9.13,0.54
3418,1,5.3,7.93,0.97
1307,3,14.9,8.49,0.92
2319,3,16.8,10.5,0.54
2193,2,18.4,7.19,0.68
2073,4,19.9,8.6,0.79
1997,3,5.4,6.64,0.7
2063,1,16.5,6.91,0.68
1990,1,11.4,7.46,0.78
1763,6,10.2,10.75,0.49
2857,5,7.8,9.11,0.55
881,5,3.7,7.09,0.84
2515,2,0.0,7.62,0.66
2375,0,2.4,6.58,0.96
2288,3,1.3,7.94,0.82
2581,3,11.4,10.48,0.74
1735,3,8.0,7.51,0.35
500,3,15.3,7.44,0.61
1749,5,21.4,9.15,0.54
1106,3,10.2,6.51,0.81
1287,3,3.2,8.81,0.7
930,2,6.4,8.86,0.63
1465,1,7.8,9.01,0.84
1382,1,18.6,5.02,0.56
500,2,1.1,6.16,0.34
2290,3,16.0,7.49,0.56
3354,7,23.6,11.13,0.52
2224,6,21.0,10.39,0.88
1657,5,7.6,9.37,0.51
1761,2,9.2,4.56,0.79
1505,1,4.6,5.5,0.64
1863,1,3.0,6.86,0.55
1774,4,16.6,8.39,0.79
1211,0,7.8,4.72,0.68
2978,1,8.1,5.86,0.75
758,2,3.5,6.42,0.75
2302,2,4.9,7.93,1.0
1729,3,7.1,8.08,0.71
3130,4,11.1,9.89,0.8
2038,0,18.5,9.11,0.63
1548,4,5.2,7.04,0.58
1626,2,18.3,7.75,0.73
1827,3,14.3,8.38,0.47
1000,5,9.8,8.27,0.46
1263,3,16.4,7.58,0.68
550,3,0.9,6.45,0.68
1153,1,0.6,5.14,0.69
1865,3,5.5,8.81,0.84
2010,3,11.8,7.91,0.56
500,0,9.6,5.32,0.79
1703,0,7.0,7.65,1.0
2194,4,14.0,7.09,0.64
1685,0,3.0,7.09,0.62
1356,2,25.1,7.21,0.5
1511,0,7.0,7.5,0.63
1421,1,0.0,6.2,0.82
1354,2,14.1,8.96,0.61
1921,1,5.9,5.95,0.62
3415,3,7.0,8.36,0.78
1279,3,12.9,8.21,0.62
1577,2,13.9,7.12,0.82
1763,2,10.3,8.06,0.78
1318,1,12.4,5.78,0.68
2568,2,7.4,8.34,0.83
500,0,15.1,6.21,0.66
1428,0,10.4,6.16,0.88
2372,4,6.6,7.55,0.64
1594,3,15.1,8.83,0.74
1225,5,13.9,10.74,0.65
2108,3,7.1,7.94,0.72
2434,2,3.6,5.35,0.71
1947,2,1.5,7.47,0.79
1239,5,21.3,9.8,0.52
2119,0,10.2,7.18,0.72
1518,4,11.9,9.7,0.56
2321,2,19.2,7.23,0.54
500,3,16.3,6.96,0.62
1877,4,15.2,8.25,0.66
584,0,9.6,5.38,0.88
3509,4,18.4,8.28,0.44
1472,3,12.0,6.34,0.4
2322,4,2.7,7.57,0.76
1775,3,9.6,8.25,0.61
1237,1,7.1,6.13,0.29
1154,4,9.5,7.52,0.46
2909,3,14.5,8.05,0.52
2469,6,2.5,8.99,0.43
3160,3,1.3,6.83,0.68
1838,2,11.2,10.1,0.58
2001,3,12.2,8.23,0.85
1612,4,13.2,7.0,0.83
1599,3,9.3,5.71,0.72
1070,4,14.4,6.35,0.37
1858,3,9.6,7.67,0.72
1247,2,14.1,9.58,0.36
2109,2,0.0,7.9,0.55
1919,4,12.7,8.66,0.76
2001,2,11.2,7.23,0.77
2972,3,3.3,8.03,0.83
1773,1,0.0,8.21,0.76
3236,2,4.2,7.88,0.86
2714,2,6.0,7.85,0.86
2607,5,16.9,9.17,0.81
1585,5,15.7,8.67,0.69
1960,2,14.9,7.82,0.49
877,1,20.8,7.96,0.65
2149,0,10.4,5.77,0.77
1992,2,18.2,9.4,0.84
1816,2,7.3,7.88,0.65
2519,2,1.4,8.93,0.46
954,1,1.3,5.64,0.69
2944,3,2.8,11.49,0.7
2431,4,16.5,11.31,0.59
1750,2,22.2,8.12,0.72
1695,2,7.0,6.86,0.76
2136,4,1.1,7.04,0.67
1871,3,10.1,8.5,0.67
1900,4,7.0,7.39,0.53
1812,2,14.6,7.62,0.64
3047,2,7.1,8.08,0.79
1541,1,10.3,6.84,0.84
1779,0,10.2,6.14,0.7
2824,2,10.6,6.02,0.56
1902,6,13.3,8.72,0.55
2595,3,11.5,10.53,0.48
1162,2,6.1,6.75,0.94
1656,5,14.8,10.13,0.61
2839,5,16.3,8.83,0.49
1326,1,2.6,7.66,0.71
1979,3,10.2,8.52,0.51
1107,4,9.6,7.78,0.58
1510,4,7.6,6.19,0.66
1878,2,10.5,6.3,0.74
1832,3,14.2,10.9,0.63
2696,2,0.0,9.05,0.52
2879,6,16.4,8.84,0.38
1200,3,16.7,8.66,0.49
1877,2,3.9,7.34,0.89
2271,3,17.8,8.77,0.69
2302,3,6.2,6.87,0.55
2003,5,8.1,8.58,0.62
2266,1,9.3,6.05,0.9
2271,2,7.8,4.78,0.76
1150,4,9.2,8.24,0.74
1934,1,19.5,7.83,0.85
2821,5,19.1,7.4,0.38
1654,5,10.8,6.54,0.53
1890,2,12.0,7.3,0.83
1630,4,13.3,9.3,0.58
500,1,12.8,7.31,0.72
1814,0,7.0,7.4,0.49
2011,0,15.3,4.99,0.61
1441,5,22.2,8.52,0.6
991,2,10.1,7.1,0.98
1183,2,12.8,8.66,0.66
2334,2,14.3,6.27,0.72
3180,4,12.6,10.54,0.64
2767,1,7.9,7.02,0.85
858,0,10.7,4.89,0.63
2398,4,13.8,8.67,0.62
1335,6,22.9,10.34,0.45
1392,5,15.8,11.08,0.49
1476,3,20.8,6.87,0.89
2294,0,2.1,6.3,0.56
2471,2,8.0,8.78,0.85
1731,0,5.1,5.85,0.52
1743,1,8.0,6.66,0.49
2124,3,9.9,9.89,0.48
2623,5,20.1,11.19,0.53
900,1,9.1,5.19,0.95
